SrcAddr,DstAddr,TimeWindow,Packets,Timestamp
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:18; 2022-10-04 20:19; 2022-10-04 20:20; 2022-10-04 20:21
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:21; 2022-10-04 20:22; 2022-10-04 20:23; 2022-10-04 20:24
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:24; 2022-10-04 20:25; 2022-10-04 20:26; 2022-10-04 20:27
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 79:outgoing; 79:outgoing; 66:incoming; 66:incoming; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing,2022-10-04 20:27; 2022-10-04 20:28; 2022-10-04 20:29; 2022-10-04 20:30
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 147:incoming; 132:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:30; 2022-10-04 20:31; 2022-10-04 20:32; 2022-10-04 20:33
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:33; 2022-10-04 20:34; 2022-10-04 20:35; 2022-10-04 20:36
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:36; 2022-10-04 20:37; 2022-10-04 20:38; 2022-10-04 20:39
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:39; 2022-10-04 20:40; 2022-10-04 20:41; 2022-10-04 20:42
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:42; 2022-10-04 20:43; 2022-10-04 20:44; 2022-10-04 20:45
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:45; 2022-10-04 20:46; 2022-10-04 20:47; 2022-10-04 20:48
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:48; 2022-10-04 20:49; 2022-10-04 20:50; 2022-10-04 20:51
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:51; 2022-10-04 20:52; 2022-10-04 20:53; 2022-10-04 20:54
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 147:incoming; 132:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:54; 2022-10-04 20:55; 2022-10-04 20:56; 2022-10-04 20:57
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 20:57; 2022-10-04 20:58; 2022-10-04 20:59; 2022-10-04 21:00
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:00; 2022-10-04 21:01; 2022-10-04 21:02; 2022-10-04 21:03
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:03; 2022-10-04 21:04; 2022-10-04 21:05; 2022-10-04 21:06
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:06; 2022-10-04 21:07; 2022-10-04 21:08; 2022-10-04 21:09
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:09; 2022-10-04 21:10; 2022-10-04 21:11; 2022-10-04 21:12
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:12; 2022-10-04 21:13; 2022-10-04 21:14; 2022-10-04 21:15
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:15; 2022-10-04 21:16; 2022-10-04 21:17; 2022-10-04 21:18
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:18; 2022-10-04 21:19; 2022-10-04 21:20; 2022-10-04 21:21
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:21; 2022-10-04 21:22; 2022-10-04 21:23; 2022-10-04 21:24
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:24; 2022-10-04 21:25; 2022-10-04 21:26; 2022-10-04 21:27
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:27; 2022-10-04 21:28; 2022-10-04 21:29; 2022-10-04 21:30
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 147:incoming; 132:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:30; 2022-10-04 21:31; 2022-10-04 21:32; 2022-10-04 21:33
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:33; 2022-10-04 21:34; 2022-10-04 21:35; 2022-10-04 21:36
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:36; 2022-10-04 21:37; 2022-10-04 21:38; 2022-10-04 21:39
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:39; 2022-10-04 21:40; 2022-10-04 21:41; 2022-10-04 21:42
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:42; 2022-10-04 21:43; 2022-10-04 21:44; 2022-10-04 21:45
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:45; 2022-10-04 21:46; 2022-10-04 21:47; 2022-10-04 21:48
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:48; 2022-10-04 21:49; 2022-10-04 21:50; 2022-10-04 21:51
172.21.0.100,172.21.0.104,3,132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming; 132:incoming; 132:incoming; 147:incoming; 147:incoming; 66:outgoing; 66:outgoing; 101:outgoing; 101:outgoing; 66:incoming; 66:incoming,2022-10-04 21:51; 2022-10-04 21:52; 2022-10-04 21:53; 2022-10-04 21:54
